id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-14568,2021-01-04,000001,Vente,156000,1,B,RUE DE SERREBOURGES,2031,05000,05061,Gap,05,,,05061000CI0144,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.068737,44.550965
2021-14568,2021-01-04,000001,Vente,156000,1,B,RUE DE SERREBOURGES,2031,05000,05061,Gap,05,,,05061000CI0144,,,20,103.3,3,,,,,,,,2,2,Appartement,108,4,,,,,,6.068737,44.550965
2021-14569,2021-01-06,000001,Vente,125000,,,SOUS LES BARRETS,B248,05400,05123,La Roche-des-Arnauds,05,,,051230000E1667,,,,,,,,,,,,,0,,,,,L,landes,,,16,5.925349,44.561305
2021-14569,2021-01-06,000001,Vente,125000,168,,SOUS LES BARRETS,B248,05400,05123,La Roche-des-Arnauds,05,,,051230000E1668,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,984,5.925456,44.561463
2021-14569,2021-01-06,000001,Vente,125000,168,,SOUS LES BARRETS,B248,05400,05123,La Roche-des-Arnauds,05,,,051230000E1668,,,,,,,,,,,,,0,1,Maison,82,2,S,sols,,,984,5.925456,44.561463
2021-14570,2021-01-05,000001,Vente,50000,5010,,LE VILLAGE D ANTONAVES,B117,05300,05118,Val Buëch-Méouge,05,,,051180050A0596,,,,,,,,,,,,,0,1,Maison,66,3,S,sols,,,54,5.80496,44.266544
2021-14570,2021-01-05,000001,Vente,50000,,,LE VILLAGE D ANTONAVES,B117,05300,05118,Val Buëch-Méouge,05,,,051180050A0597,,,,,,,,,,,,,0,,,,,S,sols,,,40,5.805015,44.266507
2021-14570,2021-01-05,000001,Vente,50000,,,LE VILLAGE D ANTONAVES,B117,05300,05118,Val Buëch-Méouge,05,,,051180050A0598,,,,,,,,,,,,,0,,,,,S,sols,,,51,5.804902,44.266497
2021-14570,2021-01-05,000001,Vente,50000,,,LE VILLAGE D ANTONAVES,B117,05300,05118,Val Buëch-Méouge,05,,,051180050A0740,,,,,,,,,,,,,0,,,,,L,landes,,,28,5.804984,44.266573
2021-14570,2021-01-05,000001,Vente,50000,,,LE VILLAGE D ANTONAVES,B117,05300,05118,Val Buëch-Méouge,05,,,051180050A0741,,,,,,,,,,,,,0,,,,,L,landes,,,13,5.805025,44.266556
2021-14571,2021-01-08,000001,Vente,41500,5054,A,DERRIERE LE SERRE,B010,05260,05149,Saint-Léger-les-Mélèzes,05,,,05149000ZD0264,,,165,26.46,,,,,,,,,1,2,Appartement,28,1,,,,,,6.200141,44.643421
2021-14572,2021-01-05,000001,Vente,99000,22,,AV JEAN JAURES,1210,05000,05061,Gap,05,,,05061000DI0105,,,53,69.85,9,,,,,,,,2,2,Appartement,70,3,,,,,,6.073177,44.554068
2021-14572,2021-01-05,000001,Vente,99000,22,,AV JEAN JAURES,1210,05000,05061,Gap,05,,,05061000DI0105,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.073177,44.554068
2021-14573,2021-01-13,000001,Vente,65000,5208,,LA JOUE DU LOUP,B322,05250,05139,Dévoluy,05,,,05139002AA0055,,,21,26.95,,,,,,,,,1,4,Local industriel. commercial ou assimilé,27,0,,,,,,5.894162,44.688883
2021-14574,2021-01-15,000001,Vente,38000,5226,,LE VILLAGE,B194,05600,05136,Saint-Crépin,05,,,051360000C1587,,,28,19.15,,,,,,,,,1,2,Appartement,23,1,,,,,,6.607126,44.705578
2021-14575,2021-01-04,000001,Vente,125000,5876,,PRE DENIER,B362,05220,05079,Le Monêtier-les-Bains,05,,,05079000AL0711,,,14,30.15,,,,,,,,,1,2,Appartement,30,1,,,,,,6.547741,44.959327
2021-14575,2021-01-04,000001,Vente,125000,5876,,PRE DENIER,B362,05220,05079,Le Monêtier-les-Bains,05,,,05079000AL0711,,,16,,,,,,,,,,1,2,Appartement,31,2,,,,,,6.547741,44.959327
2021-14576,2021-01-11,000001,Vente,15000,110,,RTE DE GRENOBLE,0420,05100,05023,Briançon,05,,,05023000AB0300,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.621677,44.917896
2021-14577,2021-01-12,000001,Vente,73000,5221,,LES CHALPS,B023,05600,05119,Risoul,05,,,05119000AA0214,,,90,19.68,,,,,,,,,1,2,Appartement,20,2,,,,,,6.634818,44.621526
2021-14577,2021-01-12,000001,Vente,73000,5221,,LES CHALPS,B023,05600,05119,Risoul,05,,,05119000AA0214,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.634818,44.621526
2021-14578,2021-01-19,000001,Vente,427000,,,COMEAN,B014,05230,05106,Prunières,05,,,05106000ZH0179,,,,,,,,,,,,,0,,,,,T,terres,,,197,6.327891,44.53353
2021-14578,2021-01-19,000001,Vente,427000,5291,,COMEAN,B014,05230,05106,Prunières,05,,,05106000ZH0180,,,,,,,,,,,,,0,1,Maison,106,4,S,sols,,,1561,6.328213,44.533511
2021-14579,2021-01-21,000001,Vente,94000,38,,RUE FRANCOIS CHABAS,0331,05100,05023,Briançon,05,,,05023000AC0336,,,3,35.37,37,,,,,,,,2,2,Appartement,33,1,,,,,,6.620252,44.917328
2021-14580,2021-01-12,000001,Vente,44275,5422,A,PRE LONG,B191,05240,05161,La Salle-les-Alpes,05,,,05161000AM0653,,,121,14.76,,,,,,,,,1,2,Appartement,14,1,,,,,,6.558348,44.94533
2021-14581,2021-01-05,000002,Vente,40000,,,LES BOSQUIS,B010,05200,05045,Crots,05,,,050450000B2810,,,,,,,,,,,,,0,,,,,P,prés,,,588,6.470021,44.503701
2021-14582,2021-01-21,000001,Vente,108000,,,CHATELAR,B063,05400,05123,La Roche-des-Arnauds,05,,,051230000E1680,,,,,,,,,,,,,0,,,,,T,terres,,,20,5.929929,44.56487
2021-14582,2021-01-21,000001,Vente,108000,,,CHATELAR,B063,05400,05123,La Roche-des-Arnauds,05,,,051230000E1682,,,,,,,,,,,,,0,,,,,T,terres,,,1230,5.929974,44.564279
2021-14582,2021-01-21,000001,Vente,108000,,,CHATELAR,B063,05400,05123,La Roche-des-Arnauds,05,,,051230000E1683,,,,,,,,,,,,,0,,,,,T,terres,,,395,5.930205,44.564469
2021-14582,2021-01-21,000001,Vente,108000,,,CHATELAR,B063,05400,05123,La Roche-des-Arnauds,05,,,051230000E1687,,,,,,,,,,,,,0,,,,,T,terres,,,249,5.930619,44.565016
2021-14582,2021-01-21,000001,Vente,108000,,,CHATELAR,B063,05400,05123,La Roche-des-Arnauds,05,,,051230000E1694,,,,,,,,,,,,,0,,,,,P,prés,,,334,5.93008,44.564849
2021-14583,2021-01-29,000001,Vente,400000,7,,RUE JEAN DE LA FONTAINE,1196,05000,05061,Gap,05,,,05061000CK0064,,,,,,,,,,,,,0,1,Maison,115,5,S,sols,,,437,6.071743,44.550258
2021-14584,2021-01-15,000001,Vente,304800,52,,CHE DES MATINS CALMES,1405,05000,05061,Gap,05,,,05061000BY0152,,,,,,,,,,,,,0,1,Maison,141,4,S,sols,,,569,6.058259,44.53703
2021-14585,2021-01-15,000001,Vente,57200,5482,,MERLETTE,B202,05170,05096,Orcières,05,,,05096000AD0111,,,77,,,,,,,,,,1,2,Appartement,30,1,,,,,,6.325101,44.695233
2021-14586,2021-01-26,000001,Vente,14000,5141,,LE BOIS D AUROUZE,B014,05250,05139,Dévoluy,05,,,05139000AA0012,,,2161,22.85,,,,,,,,,1,4,Local industriel. commercial ou assimilé,17,0,,,,,,5.927205,44.676762
2021-14587,2021-01-22,000001,Vente,53000,5562,,GLETIERE,B112,05240,05161,La Salle-les-Alpes,05,,,05161000AM0513,,,121,20.72,45,,,,,,,,2,2,Appartement,22,1,,,,,,6.560925,44.943888
2021-14588,2021-01-26,000001,Vente,271200,96,D,RTE DE GRENOBLE,0420,05100,05023,Briançon,05,,,05023000AB0175,,,15,52.68,,,,,,,,,1,2,Appartement,55,3,,,,,,6.623125,44.916628
2021-14588,2021-01-26,000001,Vente,271200,96,D,RTE DE GRENOBLE,0420,05100,05023,Briançon,05,,,05023000AB0175,,,16,17.42,,,,,,,,,1,3,Dépendance,,0,,,,,,6.623125,44.916628
2021-14588,2021-01-26,000001,Vente,271200,96,D,RTE DE GRENOBLE,0420,05100,05023,Briançon,05,,,05023000AB0175,,,16,17.42,,,,,,,,,1,2,Appartement,17,1,,,,,,6.623125,44.916628
2021-14589,2021-01-11,000001,Vente,83000,7,,PL ST ARNOUX,1920,05000,05061,Gap,05,,,05061000CT0025,,,9,38.24,,,,,,,,,1,2,Appartement,36,2,,,,,,6.078127,44.557843
2021-14590,2021-01-13,000001,Vente,169400,56,,PL CHAFFUEL,0051,05200,05046,Embrun,05,,,05046000AB0149,,,,,,,,,,,,,0,1,Maison,65,3,S,sols,,,65,6.493196,44.563616
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1388,,,,,,,,,,,,,0,,,,,T,terres,,,21,6.486947,44.874722
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1390,,,,,,,,,,,,,0,,,,,T,terres,,,205,6.487025,44.874638
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1393,,,,,,,,,,,,,0,,,,,T,terres,,,48,6.487275,44.874517
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1398,,,,,,,,,,,,,0,,,,,L,landes,,,193,6.487529,44.87446
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1400,,,,,,,,,,,,,0,,,,,T,terres,,,6,6.487515,44.874365
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1401,,,,,,,,,,,,,0,,,,,T,terres,,,119,6.487467,44.874362
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1403,,,,,,,,,,,,,0,,,,,T,terres,,,59,6.487675,44.87442
2021-14591,2021-01-11,000001,Vente,290000,,,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1405,,,,,,,,,,,,,0,,,,,T,terres,,,41,6.487458,44.87421
2021-14591,2021-01-11,000001,Vente,290000,5163,B,CHAMP CONSTANT,B025,05340,05101,Vallouise-Pelvoux,05,,,051010000B1576,,,,,,,,,,,,,0,1,Maison,58,4,S,sols,,,769,6.487624,44.874277
2021-14592,2021-01-29,000001,Vente,40000,5456,,CLOT DES LEOTHAUDS,B022,05290,05110,Puy-Saint-Vincent,05,,,051100000F2350,,,130,26.79,,,,,,,,,1,4,Local industriel. commercial ou assimilé,27,0,,,,,,6.482366,44.818286
2021-14593,2021-01-27,000001,Vente,193035,5061,A,LES COMBES,B008,05260,05149,Saint-Léger-les-Mélèzes,05,,,05149000ZD0297,,,,,,,,,,,,,0,1,Maison,95,6,S,sols,,,494,6.195472,44.642565
2021-14594,2021-01-19,000001,Vente,,,,ST JEAN,B046,05300,05073,Lazer,05,,,050730000C0871,,,,,,,,,,,,,0,,,,,L,landes,,,1260,5.825692,44.331181
2021-14595,2021-01-21,000001,Vente,218.5,,,SAINTE ANNE,B145,05120,05006,L'Argentière-la-Bessée,05,,,050060000F0060,,,,,,,,,,,,,0,,,,,T,terres,,,207,6.547481,44.782382
2021-14595,2021-01-21,000001,Vente,218.5,,,SAINTE ANNE,B145,05120,05006,L'Argentière-la-Bessée,05,,,050060000F0062,,,,,,,,,,,,,0,,,,,L,landes,,,230,6.547574,44.782424
2021-14596,2021-02-03,000001,Vente,158000,5405,A,LE PLAN DE PHAZI,B078,05600,05065,Guillestre,05,,,050650000I0551,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.611564,44.660744
2021-14596,2021-02-03,000001,Vente,158000,5405,A,LE PLAN DE PHAZI,B078,05600,05065,Guillestre,05,,,050650000I0551,,,23,,24,,27,73.94,,,,,3,2,Appartement,80,2,,,,,,6.611564,44.660744
2021-14597,2021-01-07,000001,Vente,227000,5723,F,CLOT DES FAURES,B035,05600,05119,Risoul,05,,,051190000E0535,,,11,98.33,,,,,,,,,1,1,Maison,95,4,,,,,,6.641606,44.651577
2021-14598,2021-01-27,000001,Vente,1,,,LE VILLAGE,B031,05130,05057,Fouillouse,05,,,050570000C0697,,,,,,,,,,,,,0,,,,,S,sols,,,32,6.003865,44.457449
2021-14599,2021-01-11,000002,Vente,5000,5111,,LA VILLETTE,B071,05260,05153,Saint-Michel-de-Chaillol,05,,,05153000ZK0147,,,,,,,,,,,,,0,,,,,S,sols,,,36,6.161167,44.675649
2021-14600,2021-01-19,000001,Vente,40000,5145,A,L AUCHE,B009,05470,05003,Aiguilles,05,,,05003000AC0469,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.863619,44.779533
2021-14600,2021-01-19,000001,Vente,40000,5145,A,L AUCHE,B009,05470,05003,Aiguilles,05,,,05003000AC0469,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.863619,44.779533
2021-14600,2021-01-19,000001,Vente,40000,5145,A,L AUCHE,B009,05470,05003,Aiguilles,05,,,05003000AC0469,,,70,35.46,,,,,,,,,1,2,Appartement,36,1,,,,,,6.863619,44.779533
2021-14601,2021-01-28,000001,Vente,22500,2,.,RUE ANTONIN CORONAT,0072,,05061,Gap,05,,,05061000CY0138,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071278,44.566964
2021-14602,2021-02-02,000001,Vente,209950,8,,RUE CYPRIEN CHAIX,0720,05000,05061,Gap,05,,,05061000CL0445,,,7,81.13,,,,,,,,,1,2,Appartement,87,3,,,,,,6.076966,44.55554
2021-14602,2021-02-02,000001,Vente,209950,150,,BD GEORGES POMPIDOU,1026,05000,05061,Gap,05,,,05061000CL0445,,,39,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,8,0,,,,,,6.076966,44.55554
2021-14602,2021-02-02,000001,Vente,209950,150,,BD GEORGES POMPIDOU,1026,05000,05061,Gap,05,,,05061000CL0445,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.076966,44.55554
2021-14603,2021-01-18,000001,Vente,195000,5180,,LES GRANDES PIECES,B049,05700,05048,L'Épine,05,,,050480000C1013,,,,,,,,,,,,,0,1,Maison,101,5,S,sols,,,1002,5.61298,44.421779
2021-14604,2021-01-15,000002,Vente,165000,,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0010,,,,,,,,,,,,,0,,,,,L,landes,,,17,6.52269,44.610979
2021-14604,2021-01-15,000002,Vente,165000,5151,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0013,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,381,6.523015,44.61071
2021-14604,2021-01-15,000002,Vente,165000,5151,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0013,,,,,,,,,,,,,0,2,Appartement,70,3,S,sols,,,381,6.523015,44.61071
2021-14604,2021-01-15,000002,Vente,165000,5151,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0013,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,381,6.523015,44.61071
2021-14604,2021-01-15,000002,Vente,165000,,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0014,,,,,,,,,,,,,0,,,,,S,sols,,,261,6.522874,44.610925
2021-14604,2021-01-15,000002,Vente,165000,,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0020,,,,,,,,,,,,,0,,,,,S,sols,,,54,6.523106,44.610599
2021-14604,2021-01-15,000002,Vente,165000,,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0233,,,,,,,,,,,,,0,,,,,J,jardins,,,394,6.523178,44.610675
2021-14604,2021-01-15,000002,Vente,165000,,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0235,,,,,,,,,,,,,0,,,,,P,prés,,,14,6.523064,44.610626
2021-14604,2021-01-15,000002,Vente,165000,,,LES TAXILS,B237,05380,05036,Châteauroux-les-Alpes,05,,,05036000AC0236,,,,,,,,,,,,,0,,,,,P,prés,,,68,6.523184,44.610557
2021-14605,2021-01-29,000001,Vente,631000,5205,,BEAUVOIR,B010,05200,05156,Saint-Sauveur,05,,,051560000C2659,,,,,,,,,,,,,0,1,Maison,109,6,S,sols,,,1500,6.510386,44.550636
2021-14605,2021-01-29,000001,Vente,631000,5205,,BEAUVOIR,B010,05200,05156,Saint-Sauveur,05,,,051560000C2659,,,,,,,,,,,,,0,1,Maison,109,6,P,prés,,,1500,6.510386,44.550636
2021-14606,2021-01-15,000001,Vente,100000,,,BEAUJAURE,B003,05200,05045,Crots,05,,,050450000C1322,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,2519,6.472968,44.515829
2021-14606,2021-01-15,000001,Vente,100000,,,BEAUJAURE,B003,05200,05045,Crots,05,,,050450000C3525,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1000,6.472967,44.516345
2021-14606,2021-01-15,000001,Vente,100000,,,BEAUJAURE,B003,05200,05045,Crots,05,,,050450000C3525,,,,,,,,,,,,,0,,,,,P,prés,,,1279,6.472967,44.516345
2021-14607,2021-01-15,000001,Vente,75000,5240,,LES CHALPS,B023,05600,05119,Risoul,05,,,05119000AA0281,,,42,18.06,,,,,,,,,1,2,Appartement,19,1,,,,,,6.635178,44.623428
2021-14608,2021-01-13,000001,Vente,259400,5402,,L EGLISE,B062,05200,05128,Saint-André-d'Embrun,05,,,05128000ZE0178,,,22,112.7,,,,,,,,,1,2,Appartement,112,5,,,,,,6.532891,44.586988
2021-14609,2021-01-25,000001,Vente,70000,5107,B,LES CHALPS,B023,05600,05119,Risoul,05,,,05119000AA0223,,,14,21.74,,,,,,,,,1,2,Appartement,24,1,,,,,,6.633735,44.621728
2021-14609,2021-01-25,000001,Vente,70000,5107,B,LES CHALPS,B023,05600,05119,Risoul,05,,,05119000AA0223,,,158,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.633735,44.621728
2021-14610,2021-02-05,000001,Vente,155050,11,,RUE DE LA DURANCE,0773,05000,05061,Gap,05,,,05061000CI0179,,,512,,540,76.62,,,,,,,2,2,Appartement,76,3,,,,,,6.06694,44.552279
2021-14611,2021-02-03,000001,Vente,75500,2,,IMP DE BONNE,0203,05000,05061,Gap,05,,,05061000CR0090,,,,,,,,,,,,,0,1,Maison,65,3,S,sols,,,42,6.083541,44.562189
2021-14612,2021-01-19,000001,Vente,950,,,BASSE BOYERE,B006,05600,05052,Eygliers,05,,,05052000ZE0083,,,,,,,,,,,,,0,,,,,L,landes,,,932,6.642881,44.678298
2021-14613,2021-01-22,000001,Vente,38000,5211,A,CRS FONTANAROSA,0042,05560,05177,Vars,05,,,05177000AA0142,,,25,,55,16.27,,,,,,,2,2,Appartement,16,1,,,,,,6.681297,44.57347
2021-14614,2021-01-26,000001,Vente,145000,5644,,PELINCHE,B095,05600,05119,Risoul,05,,,05119000AA0290,,,207,42.03,92,,,,,,,,2,2,Appartement,42,3,,,,,,6.630349,44.621682
2021-14615,2021-01-27,000001,Vente,309300,5461,,PRE PARENQ,B084,05600,05065,Guillestre,05,,,05065000AB0011,,,,,,,,,,,,,0,2,Appartement,80,3,S,sols,,,936,6.644,44.660642
2021-14615,2021-01-27,000001,Vente,309300,5461,,PRE PARENQ,B084,05600,05065,Guillestre,05,,,05065000AB0011,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,936,6.644,44.660642
2021-14615,2021-01-27,000001,Vente,309300,5461,,PRE PARENQ,B084,05600,05065,Guillestre,05,,,05065000AB0011,,,,,,,,,,,,,0,2,Appartement,95,3,S,sols,,,936,6.644,44.660642
2021-14615,2021-01-27,000001,Vente,309300,5461,,PRE PARENQ,B084,05600,05065,Guillestre,05,,,05065000AB0011,,,,,,,,,,,,,0,2,Appartement,63,3,S,sols,,,936,6.644,44.660642
2021-14616,2021-01-27,000001,Vente,237333.33,5503,A,LA LONGEAGNE,B060,05600,05065,Guillestre,05,,,05065000AE0082,,,,,,,,,,,,,0,1,Maison,220,7,S,sols,,,500,6.650905,44.663758
2021-14616,2021-01-27,000001,Vente,237333.33,5503,A,LA LONGEAGNE,B060,05600,05065,Guillestre,05,,,05065000AE0082,,,,,,,,,,,,,0,1,Maison,220,7,T,terres,,,1664,6.650905,44.663758
2021-14617,2021-02-08,000001,Vente,40645,22,,RUE BERTHELOT,0014,05400,05179,Veynes,05,,,05179000AO0696,,,4,43,,,,,,,,,1,2,Appartement,42,1,,,,,,5.823408,44.534244
2021-14618,2021-02-01,000001,Vente,85000,5385,,CRS GUY SERADOUR,0051,05560,05177,Vars,05,,,05177000AB0211,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.685094,44.568906
2021-14618,2021-02-01,000001,Vente,85000,5254,,ALL AICARDI HUBERT,0003,05560,05177,Vars,05,,,05177000AB0278,,,87,25.74,,,,,,,,,1,4,Local industriel. commercial ou assimilé,31,0,,,,,,6.684801,44.569905
2021-14619,2021-01-28,000001,Vente,335500,5256,B,LES ESCOUNDUS,B056,05560,05177,Vars,05,,,05177000AB0105,,,26,86.71,,,,,,,,,1,2,Appartement,83,4,,,,,,6.680674,44.569472
2021-14620,2021-01-28,000001,Vente,3800,,,ROCHARDOU,B073,05100,05107,Puy-Saint-André,05,,,051070000A0206,,,,,,,,,,,,,0,,,,,L,landes,,,610,6.595109,44.884046
2021-14620,2021-01-28,000001,Vente,3800,,,LA BEURAU,B010,05100,05107,Puy-Saint-André,05,,,051070000A0562,,,,,,,,,,,,,0,,,,,T,terres,,,400,6.588878,44.883446
2021-14620,2021-01-28,000001,Vente,3800,,,LA PAILLE,B060,05100,05107,Puy-Saint-André,05,,,051070000A0871,,,,,,,,,,,,,0,,,,,T,terres,,,770,6.60304,44.881037
2021-14620,2021-01-28,000001,Vente,3800,,,L ALBEPIN,B003,05100,05107,Puy-Saint-André,05,,,051070000B0042,,,,,,,,,,,,,0,,,,,T,terres,,,315,6.594254,44.877019
2021-14620,2021-01-28,000001,Vente,3800,,,L ALBEPIN,B003,05100,05107,Puy-Saint-André,05,,,051070000B0070,,,,,,,,,,,,,0,,,,,T,terres,,,376,6.596074,44.876544
2021-14620,2021-01-28,000001,Vente,3800,,,A LA TOUR,B090,05100,05107,Puy-Saint-André,05,,,051070000B0084,,,,,,,,,,,,,0,,,,,T,terres,,,236,6.597331,44.876202
2021-14620,2021-01-28,000001,Vente,3800,,,SOUS LE PUY,B086,05100,05107,Puy-Saint-André,05,,,051070000B0221,,,,,,,,,,,,,0,,,,,T,terres,,,695,6.597739,44.877612
2021-14620,2021-01-28,000001,Vente,3800,,,LES SAGNES,B077,05100,05107,Puy-Saint-André,05,,,051070000B0299,,,,,,,,,,,,,0,,,,,T,terres,,,450,6.601216,44.878242
2021-14620,2021-01-28,000001,Vente,3800,,,LES SAGNES,B077,05100,05107,Puy-Saint-André,05,,,051070000B0306,,,,,,,,,,,,,0,,,,,T,terres,,,641,6.601758,44.878446
2021-14620,2021-01-28,000001,Vente,3800,,,LE CROS,B037,05100,05107,Puy-Saint-André,05,,,051070000C0727,,,,,,,,,,,,,0,,,,,L,landes,,,597,6.589179,44.873267
2021-14620,2021-01-28,000001,Vente,3800,,,LA CLOTRE,B029,05100,05107,Puy-Saint-André,05,,,051070000C1333,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,1054,6.595756,44.867429
2021-14620,2021-01-28,000001,Vente,3800,,,CHAMPOLEON,B018,05100,05107,Puy-Saint-André,05,,,051070000C1445,,,,,,,,,,,,,0,,,,,L,landes,,,448,6.592638,44.870564
2021-14620,2021-01-28,000001,Vente,3800,,,SUBLEAU,B089,05100,05107,Puy-Saint-André,05,,,051070000D0057,,,,,,,,,,,,,0,,,,,P,prés,,,855,6.555924,44.896563
2021-14620,2021-01-28,000001,Vente,3800,,,CHALANCHE MEYERE,B016,05100,05107,Puy-Saint-André,05,,,051070000D0472,,,,,,,,,,,,,0,,,,,P,prés,,,985,6.570349,44.88819
2021-14620,2021-01-28,000001,Vente,3800,,,CLOT BATAILLER,B027,05100,05107,Puy-Saint-André,05,,,051070000D0722,,,,,,,,,,,,,0,,,,,P,prés,,,330,6.5739,44.890933
2021-14621,2021-02-02,000001,Vente,146470,6,,RTE DE FONTENIL,0300,05100,05023,Briançon,05,,,05023000AO0109,,,69,71.88,77,,,,,,,,2,2,Appartement,70,4,,,,,,6.647903,44.901546
2021-14622,2021-01-29,000001,Vente,650000,5375,,LE BEZ,B016,05240,05161,La Salle-les-Alpes,05,,,05161000AN0102,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,36,0,S,sols,,,380,6.554328,44.943523
2021-14622,2021-01-29,000001,Vente,650000,5383,,LE BEZ,B016,05240,05161,La Salle-les-Alpes,05,,,05161000AN0114,,,,,,,,,,,,,0,2,Appartement,73,5,S,sols,,,206,6.55422,44.943709
2021-14622,2021-01-29,000001,Vente,650000,5383,,LE BEZ,B016,05240,05161,La Salle-les-Alpes,05,,,05161000AN0114,,,,,,,,,,,,,0,1,Maison,65,2,S,sols,,,206,6.55422,44.943709
2021-14622,2021-01-29,000001,Vente,650000,5383,,LE BEZ,B016,05240,05161,La Salle-les-Alpes,05,,,05161000AN0114,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,391,0,S,sols,,,206,6.55422,44.943709
2021-14623,2021-02-02,000001,Vente,35000,5076,A,LES UBACS,B120,05290,05110,Puy-Saint-Vincent,05,,,051100000D0725,,,63,46.31,,,,,,,,,1,3,Dépendance,,0,,,,,,6.499615,44.827583
2021-14624,2021-02-08,000001,Vente,139150,5316,F,SUR LE CLAP,B037,05190,05050,Espinasses,05,,,050500000B2707,,,10,19.67,,,,,,,,,1,4,Local industriel. commercial ou assimilé,19,0,,,,,,6.225871,44.466146
2021-14625,2021-02-03,000001,Vente,120000,,,LA CASSE,B039,05100,05109,Puy-Saint-Pierre,05,,,051090000C0233,,,,,,,,,,,,,0,,,,,T,terres,,,1663,6.624051,44.891769
2021-14626,2021-02-02,000001,Vente,55000,5381,,MERLETTE,B202,05170,05096,Orcières,05,,,050960000B3085,,,51,,84,29.28,,,,,,,2,2,Appartement,35,1,,,,,,6.319907,44.697482
2021-14627,2021-01-20,000002,Vente,14700,,,QUARTIER DE CHARANCE,B258,05000,05061,Gap,05,,,05061000EH0689,,,,,,,,,,,,,0,,,,,S,sols,,,79,6.060924,44.575798
2021-14627,2021-01-20,000002,Vente,14700,33,,CHE DU CLOS DE CHARANCE,0612,05000,05061,Gap,05,,,05061000EH0691,,,,,,,,,,,,,0,,,,,S,sols,,,17,6.060955,44.575853
2021-14627,2021-01-20,000002,Vente,14700,,,QUARTIER DE CHARANCE,B258,05000,05061,Gap,05,,,05061000EH0693,,,,,,,,,,,,,0,,,,,P,prés,,,198,6.061078,44.575956
