id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-14700,2021-02-06,000001,Vente,55000,5064,,LA PIGNEE,B064,05160,05163,Le Sauze-du-Lac,05,,,05163000ZB0033,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,80,0,S,sols,,,500,6.340464,44.494639
2021-14701,2021-02-05,000001,Vente,134500,5744,,RTE DE CHALVET,0053,05200,05046,Embrun,05,,,05046000AR0093,,,12,42.35,,,,,,,,,1,2,Appartement,43,2,,,,,,6.502332,44.57332
2021-14702,2021-02-06,000001,Vente,123500,5348,,CRS GUY SERADOUR,0051,05560,05177,Vars,05,,,05177000AB0088,,,131,35.34,,,,,,,,,1,2,Appartement,33,2,,,,,,6.683875,44.566564
2021-14702,2021-02-06,000001,Vente,123500,5348,,CRS GUY SERADOUR,0051,05560,05177,Vars,05,,,05177000AB0088,,,90,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.683875,44.566564
2021-14702,2021-02-06,000001,Vente,123500,5348,,CRS GUY SERADOUR,0051,05560,05177,Vars,05,,,05177000AB0088,,,286,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.683875,44.566564
2021-14703,2021-02-09,000001,Vente,96000,,,LE MARAIS DERRIERE L HOPIT,B199,05230,05040,Chorges,05,,,05040000AD0881,,,,,,,,,,,,,0,,,,,T,terres,,,519,6.274449,44.547526
2021-14704,2021-02-12,000001,Vente,365000,9044,,QUARTIER DE VARSIE,B063,05000,05061,Gap,05,,,05061000EI0515,,,,,,,,,,,,,0,1,Maison,139,5,S,sols,,,1452,6.07469,44.578228
2021-14705,2021-02-11,000001,Vente,95000,8,,RUE DE VILLEBOIS,2316,05000,05061,Gap,05,,,05061000AL0002,,,75,67.77,76,,,,,,,,2,2,Appartement,71,4,,,,,,6.087804,44.572386
2021-14706,2021-03-02,000001,Vente,25000,5010,,LE VILLAGE,B047,05140,05154,Saint-Pierre-d'Argençon,05,,,051540000B0033,,,,,,,,,,,,,0,1,Maison,65,4,S,sols,,,57,5.697862,44.519838
2021-14706,2021-03-02,000001,Vente,25000,,,BARROUILLE,B004,05140,05154,Saint-Pierre-d'Argençon,05,,,05154000ZK0097,,,,,,,,,,,,,0,,,,,T,terres,,,1217,5.694622,44.520847
2021-14707,2021-02-19,000001,Vente,320000,77,,RUE SAINT ELDRADE,0900,05220,05079,Le Monêtier-les-Bains,05,,,05079000AB0545,,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,38,0,,,,,,6.509112,44.976378
2021-14707,2021-02-19,000001,Vente,320000,77,,RUE SAINT ELDRADE,0900,05220,05079,Le Monêtier-les-Bains,05,,,05079000AB0545,,,1,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,115,0,,,,,,6.509112,44.976378
2021-14708,2021-02-16,000001,Vente,33000,687,,RUE DE L EYRETTE,0050,05330,05133,Saint-Chaffrey,05,,,05133000XA0095,,,96,,,,,,,,,,1,2,Appartement,18,1,,,,,,6.590483,44.935322
2021-14708,2021-02-16,000001,Vente,33000,687,,RUE DE L EYRETTE,0050,05330,05133,Saint-Chaffrey,05,,,05133000XA0095,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.590483,44.935322
2021-14709,2021-02-16,000001,Vente,30,,,LA PIGNEE,B223,05470,05003,Aiguilles,05,,,050030000H0053,,,,,,,,,,,,,0,,,,,L,landes,,,240,6.861904,44.77692
2021-14710,2021-02-16,000001,Echange,450,,,LES TURCS,B137,05600,05119,Risoul,05,,,051190000F0941,,,,,,,,,,,,,0,,,,,P,prés,,,780,6.636128,44.63164
2021-14710,2021-02-16,000001,Echange,450,,,LE BOUISSET,B016,05600,05119,Risoul,05,,,051190000F0963,,,,,,,,,,,,,0,,,,,P,prés,,,1548,6.636424,44.631472
2021-14710,2021-02-16,000002,Echange,450,,,LA SAGNE,B121,05600,05119,Risoul,05,,,051190000C0787,,,,,,,,,,,,,0,,,,,P,prés,,,2170,6.628422,44.62939
2021-14711,2021-02-02,000001,Vente,120,,,PONT DU ROCHAS,B231,05470,05003,Aiguilles,05,,,050030000H0003,,,,,,,,,,,,,0,,,,,L,landes,,,450,6.861484,44.777594
2021-14711,2021-02-02,000001,Vente,120,,,PONT DU ROCHAS,B231,05470,05003,Aiguilles,05,,,050030000H0004,,,,,,,,,,,,,0,,,,,L,landes,,,370,6.861697,44.777463
2021-14711,2021-02-02,000001,Vente,120,,,PONT DU ROCHAS,B231,05470,05003,Aiguilles,05,,,050030000H0008,,,,,,,,,,,,,0,,,,,L,landes,,,235,6.861271,44.777481
2021-14712,2021-02-02,000001,Vente,150,,,LA PIGNEE,B223,05470,05003,Aiguilles,05,,,050030000H0052,,,,,,,,,,,,,0,,,,,L,landes,,,790,6.862028,44.777297
2021-14712,2021-02-02,000001,Vente,150,,,LA PIGNEE,B223,05470,05003,Aiguilles,05,,,050030000H0065,,,,,,,,,,,,,0,,,,,L,landes,,,572,6.86232,44.776205
2021-14713,2021-02-16,000001,Echange,850,,,LA SAGNE,B121,05600,05119,Risoul,05,,,051190000C0750,,,,,,,,,,,,,0,,,,,P,prés,,,3570,6.629578,44.627531
2021-14713,2021-02-16,000001,Echange,850,,,LA SAGNE,B121,05600,05119,Risoul,05,,,051190000C0780,,,,,,,,,,,,,0,,,,,L,landes,,,789,6.628679,44.628807
2021-14713,2021-02-16,000002,Echange,850,,,LE BOUISSET,B016,05600,05119,Risoul,05,,,051190000F0955,,,,,,,,,,,,,0,,,,,P,prés,,,3708,6.637067,44.629313
2021-14713,2021-02-16,000002,Echange,850,,,LE BOUISSET,B016,05600,05119,Risoul,05,,,051190000F0959,,,,,,,,,,,,,0,,,,,L,landes,,,290,6.636482,44.630015
2021-14714,2021-02-02,000001,Vente,40,,,LE ROCHAS,B266,05470,05003,Aiguilles,05,,,050030000I0840,,,,,,,,,,,,,0,,,,,L,landes,,,387,6.858806,44.777537
2021-14715,2021-02-08,000001,Vente,30000,5023,,LES SAVOYONS,B070,05400,05060,Furmeyer,05,,,050600000B0082,,,,,,,,,,,,,0,1,Maison,118,4,S,sols,,,113,5.854354,44.537183
2021-14716,2021-03-01,000001,Vente,85500,5395,,SUPER DEVOLUY,B230,05250,05139,Dévoluy,05,,,05139000AA0045,,,32,44.02,,,,,,,,,1,2,Appartement,43,2,,,,,,5.92937,44.675805
2021-14717,2021-02-22,000001,Vente,55000,5532,,LA CASSE,B345,05340,05101,Vallouise-Pelvoux,05,,,051011750C1524,,,27,75.23,,,,,,,,,1,4,Local industriel. commercial ou assimilé,37,0,,,,,,6.496811,44.8392
2021-14718,2021-02-24,000001,Vente,38500,8,,RUE GEN COLAUD,0370,05100,05023,Briançon,05,,,05023000AM0168,,,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.635733,44.897844
2021-14719,2021-02-22,000001,Vente,117000,5339,,LES PLANS,B085,05330,05133,Saint-Chaffrey,05,,,05133000XB0127,,,102,26.7,,,,,,,,,1,2,Appartement,33,1,,,,,,6.586145,44.933701
2021-14720,2021-03-01,000001,Vente,280600,91,,RUE DU GRAND PRE,0240,05110,05162,La Saulce,05,,,05162000AB0142,,,,,,,,,,,,,0,1,Maison,124,5,S,sols,,,587,6.002753,44.424004
2021-14721,2021-02-19,000001,Vente,800,,,LE CHENE,B011,05130,05170,Tallard,05,,,05170000AA0128,,,,,,,,,,,,,0,,,,,L,landes,,,807,6.051236,44.45686
2021-14722,2021-02-16,000001,Vente,175000,5983,,RUE DU SERRE BLANC,0170,05100,05085,Montgenèvre,05,,,050850000A0672,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.719518,44.932984
2021-14722,2021-02-16,000001,Vente,175000,5983,,RUE DU SERRE BLANC,0170,05100,05085,Montgenèvre,05,,,050850000A0672,,,3,37.29,46,,,,,,,,2,2,Appartement,38,2,,,,,,6.719518,44.932984
2021-14723,2021-02-18,000001,Vente,61000,,,LES FAYSSES,B057,05260,05004,Ancelle,05,,,050040000A1161,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,520,6.179505,44.624551
2021-14723,2021-02-18,000001,Vente,61000,,,LES FAYSSES,B057,05260,05004,Ancelle,05,,,050040000A1173,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,213,6.17939,44.624507
2021-14724,2021-03-03,000002,Vente,3000,,,PRE GRIS,B044,05300,05118,Val Buëch-Méouge,05,,,051180000H0539,,,,,,,,,,,,,0,,,,,T,terres,,,322,,
2021-14724,2021-03-03,000002,Vente,3000,,,PRE GRIS,B044,05300,05118,Val Buëch-Méouge,05,,,051180000H0541,,,,,,,,,,,,,0,,,,,T,terres,,,2016,,
2021-14725,2021-03-04,000001,Vente,5500,5814,,VILLENEUVE,B265,05240,05161,La Salle-les-Alpes,05,,,05161000AD0127,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.565612,44.944687
2021-14725,2021-03-04,000001,Vente,5500,5814,,VILLENEUVE,B265,05240,05161,La Salle-les-Alpes,05,,,05161000AD0127,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.565612,44.944687
2021-14726,2021-02-11,000002,Vente,15000,,,LE BEZ,B010,05190,05022,Bréziers,05,,,050220000D1002,,,,,,,,,,,,,0,,,,,S,sols,,,9,6.218455,44.399077
2021-14726,2021-02-11,000002,Vente,15000,,,LE BEZ,B010,05190,05022,Bréziers,05,,,050220000D1005,,,,,,,,,,,,,0,,,,,P,prés,,,95,6.218512,44.399135
2021-14726,2021-02-11,000002,Vente,15000,,,LE BEZ,B010,05190,05022,Bréziers,05,,,050220000D1007,,,,,,,,,,,,,0,,,,,L,landes,,,4,6.218441,44.399105
2021-14727,2021-02-13,000001,Vente,66200,5172,,LA MURE,B032,05200,05012,Baratier,05,,,05012000ZB0067,,,72,,80,20.5,,,,,,,2,2,Appartement,21,1,,,,,,6.486643,44.539129
2021-14728,2021-02-10,000001,Vente,104600,,,RES LES MONTS DU BOIS D'OR,A253,05200,05098,Les Orres,05,,,050980000E2881,,,730,20,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,6.554003,44.485249
2021-14728,2021-02-10,000001,Vente,104600,,,RES LES MONTS DU BOIS D'OR,A253,05200,05098,Les Orres,05,,,050980000E2881,,,710,37.45,815,,,,,,,,2,4,Local industriel. commercial ou assimilé,38,0,,,,,,6.554003,44.485249
2021-14729,2021-02-15,000001,Vente,70000,5293,,LA TARTARASSE,B114,05290,05110,Puy-Saint-Vincent,05,,,051100000F2362,,,56,,,,,,,,,,1,2,Appartement,35,3,,,,,,6.481189,44.819245
2021-14730,2021-03-02,000001,Vente,60000,5080,,LE VILLAGE,B099,05300,05047,Éourres,05,,,050470000C0730,,,2,38.03,,,,,,,,,1,2,Appartement,32,1,,,,,,5.69684,44.212623
2021-14731,2021-02-11,000001,Vente,100000,63,,RUE DE LA LIBERTE,0140,05200,05046,Embrun,05,,,05046000AB0113,,,,,,,,,,,,,0,2,Appartement,18,1,S,sols,,,25,6.49417,44.563534
2021-14731,2021-02-11,000001,Vente,100000,63,,RUE DE LA LIBERTE,0140,05200,05046,Embrun,05,,,05046000AB0113,,,,,,,,,,,,,0,2,Appartement,36,1,S,sols,,,25,6.49417,44.563534
2021-14732,2021-02-09,000001,Vente,132600,5890,F,CHAUSSIERE,B037,05200,05046,Embrun,05,,,05046000AH0265,,,167,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.504002,44.568403
2021-14732,2021-02-09,000001,Vente,132600,5890,F,CHAUSSIERE,B037,05200,05046,Embrun,05,,,05046000AH0265,,,186,38.7,86,,,,,,,,2,2,Appartement,39,2,,,,,,6.504002,44.568403
2021-14733,2021-01-26,000001,Vente,13000,,,LES CLOTS,B024,05140,05055,La Faurie,05,,,050550000B0235,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6135,5.754756,44.575924
2021-14733,2021-01-26,000001,Vente,13000,,,LES CLOTS,B024,05140,05055,La Faurie,05,,,050550000B0326,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,734,5.756485,44.57355
2021-14733,2021-01-26,000001,Vente,13000,,,LES CLOTS,B024,05140,05055,La Faurie,05,,,050550000B0329,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2640,5.75673,44.573683
2021-14733,2021-01-26,000001,Vente,13000,,,LA GARENNE,B049,05140,05146,Saint-Julien-en-Beauchêne,05,,,05146000ZO0012,,,,,,,,,,,,,0,,,,,L,landes,,,13220,5.719244,44.591896
2021-14733,2021-01-26,000001,Vente,13000,,,LA GARENNE,B049,05140,05146,Saint-Julien-en-Beauchêne,05,,,05146000ZO0012,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,9460,5.719244,44.591896
2021-14733,2021-01-26,000001,Vente,13000,,,LA ROCHETTE,B076,05140,05146,Saint-Julien-en-Beauchêne,05,,,05146000ZO0025,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3060,5.722739,44.588311
2021-14733,2021-01-26,000001,Vente,13000,,,LA ROCHETTE,B076,05140,05146,Saint-Julien-en-Beauchêne,05,,,05146000ZO0044,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,10580,5.722865,44.585482
2021-14733,2021-01-26,000001,Vente,13000,,,LA ROCHETTE,B076,05140,05146,Saint-Julien-en-Beauchêne,05,,,05146000ZO0046,,,,,,,,,,,,,0,,,,,L,landes,,,9730,5.724041,44.586515
2021-14733,2021-01-26,000001,Vente,13000,,,LA ROCHETTE,B076,05140,05146,Saint-Julien-en-Beauchêne,05,,,05146000ZO0049,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,9000,5.724165,44.584964
2021-14733,2021-01-26,000001,Vente,13000,,,LA ROCHETTE,B076,05140,05146,Saint-Julien-en-Beauchêne,05,,,05146000ZO0049,,,,,,,,,,,,,0,,,,,P,prés,,,4900,5.724165,44.584964
2021-14734,2021-02-12,000001,Vente,522200,5116,,LES MICHELS,B044,05200,05108,Puy-Saint-Eusèbe,05,,,05108000AA0100,,,,,,,,,,,,,0,1,Maison,114,6,S,sols,,,1000,6.402612,44.563457
2021-14734,2021-02-12,000001,Vente,522200,5116,,LES MICHELS,B044,05200,05108,Puy-Saint-Eusèbe,05,,,05108000AA0100,,,,,,,,,,,,,0,1,Maison,114,6,P,prés,,,750,6.402612,44.563457
2021-14734,2021-02-12,000001,Vente,522200,,,LES MICHELS,B044,05200,05108,Puy-Saint-Eusèbe,05,,,05108000ZI0057,,,,,,,,,,,,,0,,,,,T,terres,,,827,6.402425,44.563168
2021-14734,2021-02-12,000001,Vente,522200,,,LES MICHELS,B044,05200,05108,Puy-Saint-Eusèbe,05,,,05108000ZI0058,,,,,,,,,,,,,0,,,,,T,terres,,,218,6.402186,44.563815
2021-14734,2021-02-12,000001,Vente,522200,,,LES MICHELS,B044,05200,05108,Puy-Saint-Eusèbe,05,,,05108000ZI0059,,,,,,,,,,,,,0,,,,,L,landes,,,548,6.40228,44.563859
2021-14735,2021-02-26,000001,Vente,10000,5106,,GRAND PRE,B046,05150,05126,Rosans,05,,,051260000F0669,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,100,5.469172,44.39297
2021-14736,2021-02-26,000001,Vente,19000,5455,,CHAMP DU LOUBE,B030,05250,05139,Dévoluy,05,,,051390000L0856,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.896057,44.686419
2021-14737,2021-02-09,000001,Vente,65600,5395,,SUPER DEVOLUY,B230,05250,05139,Dévoluy,05,,,05139000AA0045,,,23,40.44,,,,,,,,,1,4,Local industriel. commercial ou assimilé,45,0,,,,,,5.92937,44.675805
2021-14738,2021-02-23,000001,Vente,314790,3,,RUE DU BEAL,0157,05000,05061,Gap,05,,,05061000AK0162,,,,,,,,,,,,,0,1,Maison,34,1,J,jardins,,,502,6.084614,44.572127
2021-14738,2021-02-23,000001,Vente,314790,3,,RUE DU BEAL,0157,05000,05061,Gap,05,,,05061000AK0162,,,,,,,,,,,,,0,1,Maison,93,5,S,sols,,,440,6.084614,44.572127
2021-14738,2021-02-23,000001,Vente,314790,3,,RUE DU BEAL,0157,05000,05061,Gap,05,,,05061000AK0162,,,,,,,,,,,,,0,1,Maison,93,5,J,jardins,,,502,6.084614,44.572127
2021-14738,2021-02-23,000001,Vente,314790,3,,RUE DU BEAL,0157,05000,05061,Gap,05,,,05061000AK0162,,,,,,,,,,,,,0,1,Maison,34,1,S,sols,,,440,6.084614,44.572127
2021-14739,2021-02-26,000001,Vente,120800,5163,,LE QUEYRAS,B284,05600,05026,Ceillac,05,,,050260000A1123,,,13,,34,39.05,,,,,,,2,2,Appartement,41,2,,,,,,6.772483,44.673471
2021-14740,2021-02-24,000001,Vente,96920,5625,,PELINCHE,B095,05600,05119,Risoul,05,,,05119000AA0302,,,124,25.28,43,,,,,,,,2,2,Appartement,25,2,,,,,,6.63115,44.62217
2021-14741,2021-02-23,000001,Vente,135000,,,RES L'ALBANE,A045,05560,05177,Vars,05,,,051770000F2591,,,96,27.82,,,,,,,,,1,4,Local industriel. commercial ou assimilé,32,0,,,,,,6.682222,44.567239
2021-14741,2021-02-23,000001,Vente,135000,,,RES L'ALBANE,A045,05560,05177,Vars,05,,,051770000F2591,,,31,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,6.682222,44.567239
2021-14742,2021-02-17,000001,Vente,1032,,,RAMBOIS,B171,05400,05179,Veynes,05,,,05179000AP0316,,,,,,,,,,,,,0,,,,,J,jardins,,,24,5.822124,44.53313
2021-14743,2021-02-15,000001,Vente,49000,5381,,MERLETTE,B202,05170,05096,Orcières,05,,,050960000B3085,,,44,,73,23,,,,,,,2,2,Appartement,25,1,,,,,,6.319907,44.697482
2021-14744,2021-02-20,000001,Vente,1700,,,LES MARCHES,B199,05170,05096,Orcières,05,,,050960000B3332,,,,,,,,,,,,,0,,,,,L,landes,,,344,6.308385,44.689646
2021-14745,2021-02-17,000001,Vente,103900,17,,AV FRANCOIS MITTERRAND,0973,05000,05061,Gap,05,,,05061000BZ0010,,,14,,27,80.29,29,,,,,,3,2,Appartement,72,3,,,,,,6.061921,44.544072
2021-14746,2021-03-08,000001,Vente,494000,58,,CHE FERME DE L HOPITAL,0893,05000,05061,Gap,05,,,05061000DO0642,,,,,,,,,,,,,0,1,Maison,192,7,L,landes,,,6,6.046266,44.551823
2021-14746,2021-03-08,000001,Vente,494000,,,PARUEL,B041,05000,05061,Gap,05,,,05061000DO0644,,,,,,,,,,,,,0,,,,,S,sols,,,275,6.046345,44.551664
2021-14746,2021-03-08,000001,Vente,494000,,,PARUEL,B041,05000,05061,Gap,05,,,05061000DO0645,,,,,,,,,,,,,0,,,,,S,sols,,,95,6.046579,44.551647
2021-14746,2021-03-08,000001,Vente,494000,,,PARUEL,B041,05000,05061,Gap,05,,,05061000DO0645,,,,,,,,,,,,,0,,,,,T,terres,,,910,6.046579,44.551647
2021-14747,2021-03-12,000001,Vente,17000,74,,AV JEAN JAURES,1210,05000,05061,Gap,05,,,05061000CH0346,,,103,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065669,44.548368
2021-14748,2021-03-12,000001,Vente,68500,5304,,LA CHARBONNELLE ST ETIENNE,B039,05250,05139,Dévoluy,05,,,051390000K1256,,,43,32.97,,,,,,,,,1,2,Appartement,31,2,,,,,,5.932423,44.674514
2021-14749,2021-03-10,000001,Vente,700,,,ROCHE NOIRE,B024,05130,05176,Valserres,05,,,051760000C0623,,,,,,,,,,,,,0,,,,,L,landes,,,245,6.118173,44.475793
2021-14749,2021-03-10,000001,Vente,700,,,ROCHE NOIRE,B024,05130,05176,Valserres,05,,,051760000C0624,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,1498,6.118501,44.475792
2021-14750,2021-02-18,000001,Vente,34000,5141,,LE BOIS D AUROUZE,B014,05250,05139,Dévoluy,05,,,05139000AA0012,,,1584,24.27,,,,,,,,,1,2,Appartement,25,1,,,,,,5.927205,44.676762
2021-14751,2021-03-11,000001,Vente,181000,8,,RUE DES CHARMETTES,0509,05000,05061,Gap,05,,,05061000CL0247,,,47,,68,76.7,,,,,,,2,2,Appartement,76,4,,,,,,6.081021,44.55454
2021-14751,2021-03-11,000001,Vente,181000,8,,RUE DES CHARMETTES,0509,05000,05061,Gap,05,,,05061000CL0247,,,164,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.081021,44.55454
2021-14752,2021-03-10,000001,Vente,60000,5059,A,MAISONS VIEILLES,B032,05260,05029,Chabottes,05,,,050290000B2261,,,5,58.69,,,,,,,,,1,2,Appartement,50,3,,,,,,6.175366,44.645723
2021-14752,2021-03-10,000001,Vente,60000,5059,A,MAISONS VIEILLES,B032,05260,05029,Chabottes,05,,,050290000B2261,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.175366,44.645723
2021-14753,2021-02-25,000001,Vente,35000,5074,,LE BOURG,B033,05470,05003,Aiguilles,05,,,05003000AB0508,,,7,57.16,,,,,,,,,1,4,Local industriel. commercial ou assimilé,59,0,,,,,,6.867805,44.782014
2021-14754,2021-03-11,000001,Vente,58000,5482,,MERLETTE,B202,05170,05096,Orcières,05,,,05096000AD0111,,,20,29.98,,,,,,,,,1,2,Appartement,30,1,,,,,,6.325101,44.695233
2021-14755,2021-02-23,000001,Vente,79300,5618,,MERLETTE,B202,05170,05096,Orcières,05,,,05096000AD0221,,,44,33.85,,,,,,,,,1,4,Local industriel. commercial ou assimilé,50,0,,,,,,6.328131,44.696941
2021-14755,2021-02-23,000001,Vente,79300,5620,,MERLETTE,B202,05170,05096,Orcières,05,,,05096000AD0221,,,159,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,9,0,,,,,,6.328131,44.696941
2021-14756,2021-03-03,000001,Vente,129000,11,,AV GUILLAUME FAREL,1120,05000,05061,Gap,05,,,05061000DH0274,,,51,14.8,,,,,,,,,1,3,Dépendance,,0,,,,,,6.074288,44.559211
2021-14756,2021-03-03,000001,Vente,129000,28,,BD GEN CHARLES DE GAULLE,1022,05000,05061,Gap,05,,,05061000DH0274,,,187,45,97,,,,,,,,2,2,Appartement,46,2,,,,,,6.074288,44.559211
2021-14757,2021-03-05,000001,Vente,259400,6029,,LES OLLIVIERS,B211,05230,05040,Chorges,05,,,050400000E1044,,,,,,,,,,,,,0,1,Maison,95,5,S,sols,,,33,6.265769,44.531362
2021-14757,2021-03-05,000001,Vente,259400,,,LES OLLIVIERS,B211,05230,05040,Chorges,05,,,050400000E1046,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1009,6.265972,44.531267
2021-14758,2021-03-05,000001,Vente,54080,5502,,MERLETTE,B202,05170,05096,Orcières,05,,,05096000AC0067,,,59,25.7,,,,,,,,,1,2,Appartement,26,1,,,,,,6.31935,44.694746
2021-14759,2021-03-08,000001,Vente,80000,,,RES LES MONTS DU BOIS D'OR,A253,05200,05098,Les Orres,05,,,050980000E2881,,,779,34.53,850,,,,,,,,2,4,Local industriel. commercial ou assimilé,35,0,,,,,,6.554003,44.485249
2021-14760,2021-02-25,000001,Vente,1600,,,PLAN DE VITROLLES,B032,05110,05184,Vitrolles,05,,,051840000C1367,,,,,,,,,,,,,0,,,,,S,sols,,,161,5.954487,44.411015
2021-14761,2021-02-25,000002,Vente,25,,,CLOT DU SARTRE,B072,05400,05123,La Roche-des-Arnauds,05,,,051230000C0986,,,,,,,,,,,,,0,,,,,T,terres,,,30,6.003,44.56375
2021-14762,2021-03-09,000001,Vente,85000,,,LE SEUIL,B041,05300,05103,Le Poët,05,,,051030000A1743,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1689,5.905216,44.257617
2021-14763,2021-02-20,000001,Vente,65660,5610,,MERLETTE,B202,05170,05096,Orcières,05,,,05096000AD0212,,,214,26.58,93,,,,,,,,2,4,Local industriel. commercial ou assimilé,33,0,,,,,,6.327594,44.697248
2021-14764,2021-02-23,000001,Vente,100000,635,,RTE DES BORELS,0180,05230,05017,La Bâtie-Neuve,05,,,05017000AD0272,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,938,6.207331,44.56836
2021-14765,2021-02-26,000001,Vente,185000,5145,,PLAN DE LARDIER,B035,05110,05071,Lardier-et-Valença,05,,,050710000D1396,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,100,0,S,sols,,,1087,5.972444,44.411976
2021-14765,2021-02-26,000001,Vente,185000,5145,,PLAN DE LARDIER,B035,05110,05071,Lardier-et-Valença,05,,,050710000D1396,,,,,,,,,,,,,0,1,Maison,95,3,S,sols,,,1087,5.972444,44.411976
2021-14766,2021-02-26,000001,Vente,120000,5017,,RUE DE L EGLISE,0020,05130,05074,Lettret,05,,,050740000B0286,,,,,,,,,,,,,0,2,Appartement,61,1,S,sols,,,127,6.061061,44.467957
2021-14766,2021-02-26,000001,Vente,120000,5017,,RUE DE L EGLISE,0020,05130,05074,Lettret,05,,,050740000B0286,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,127,6.061061,44.467957
2021-14766,2021-02-26,000001,Vente,120000,5017,,RUE DE L EGLISE,0020,05130,05074,Lettret,05,,,050740000B0286,,,,,,,,,,,,,0,2,Appartement,48,2,S,sols,,,127,6.061061,44.467957
2021-14767,2021-02-25,000001,Vente,350000,5602,,BARTHIOU,B012,05120,05006,L'Argentière-la-Bessée,05,,,050060000E2384,,,,,,,,,,,,,0,1,Maison,70,3,S,sols,,,1290,6.563873,44.796471
2021-14767,2021-02-25,000001,Vente,350000,,,BARTHIOU,B012,05120,05006,L'Argentière-la-Bessée,05,,,050060000E2385,,,,,,,,,,,,,0,,,,,S,sols,,,4,6.563944,44.796608
2021-14767,2021-02-25,000001,Vente,350000,,,COUCARDIER,B052,05120,05006,L'Argentière-la-Bessée,05,,,050060000E2388,,,,,,,,,,,,,0,,,,,L,landes,,,120,6.564004,44.796461
2021-14768,2021-03-09,000001,Vente,15000,,,LES PIELOUS,B073,05600,05116,Réotier,05,,,051160000B0933,,,,,,,,,,,,,0,,,,,T,terres,,,1530,6.601355,44.673734
2021-14769,2021-03-15,000001,Vente,82950,,,RES LES MONTS DU BOIS D'OR,A253,05200,05098,Les Orres,05,,,050980000E2881,,,773,34.61,844,,,,,,,,2,4,Local industriel. commercial ou assimilé,35,0,,,,,,6.554003,44.485249
2021-14770,2021-03-03,000001,Vente,146950,5,,AV DES ALPES,0050,05000,05061,Gap,05,,,05061000AN0110,,,1008,,1019,94.74,,,,,,,2,2,Appartement,94,3,,,,,,6.084499,44.562739
2021-14771,2021-02-19,000001,Vente,88415,23,,RUE DU BACCHU BER,0060,05100,05023,Briançon,05,,,05023000AT0244,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,34,6.635427,44.885716
2021-14772,2021-02-19,000001,Vente,13300,,,LA TOUISSE,B102,05190,05022,Bréziers,05,,,05022000ZB0075,,,,,,,,,,,,,0,,,,,T,terres,,,1433,6.210517,44.413077
2021-14773,2021-03-15,000001,Vente,276500,9994,,RTE DE LA LUYE,1365,05000,05061,Gap,05,,,05061000BT1069,,,,,,,,,,,,,0,1,Maison,89,3,S,sols,,,521,6.061529,44.527283
